Identifiant;Commémoré;Adresse complète;Précision adresse;Code postal;xy
493.0;Janine FLOQUET;16, rue Guilhem 75011 Paris;NULL;75011.0;48.861751, 2.3798209999999997
503.0;ISRAELITES ORIENTAUX;68, rue de la Roquette 75011 Paris;NULL;75011.0;48.85558, 2.374715
566.0;Alphonse DELAMBRE;75012 Paris;9, passage des Mousquetaires(le passage n'existe plus);75012.0;48.846905, 2.373703
589.0;MEMORIAL DES GARDIENS DE LA PAIX;5, rue Bignon 75012 Paris;NULL;75012.0;48.84062, 2.388681
935.0;DEPORTES JUIFS;1, place Jules Joffrin Mairie du XVIIIeme 75018 Paris;NULL;75018.0;48.892304, 2.344681
983.0;Eleves de ces ecoles morts en déportation parce que nés juifs;3 rue Saint Luc 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.885632, 2.354175
36.0;Charles MENARD;40, rue du Caire 75002 Paris;NULL;75002.0;48.867918, 2.349407
161.0;Stanislas FUMET;15, rue Linné 75005 Paris;NULL;75005.0;48.844705, 2.354601
1118.0;André DULAUROY;5, rue d'Annam 75020 Paris;NULL;75020.0;48.866234, 2.393758
1129.0;Marcel IMBERT;66, rue des Orteaux 75020 Paris;NULL;75020.0;48.856197, 2.4045
1188.0;Eleves de ces ecoles morts en déportation parce que nés juifs;10 rue de Ménilmontant 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.86725, 2.384184
13.0;Pierre LAIGLE;Place de la Concorde 75001 Paris;(côté rue de Rivoli);75001.0;48.862862, 2.343103
107.0;CROIX DE LA LIBERATION;Place de l'Hôtel de Ville 75004 Paris;NULL;75004.0;48.856798, 2.351046
40.0;Eleves de ces ecoles morts en déportation parce que nés juifs;221 rue Saint-denis 75002 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75002.0;48.866936, 2.351231
232.0;Louis Et Marie-louise MANDIN;58 bis, rue d'Assas 75006 Paris;NULL;75006.0;48.846131, 2.331031
591.0;Serge MONTAILLER;22, rue de la Voà»te 75012 Paris;NULL;75012.0;48.845663, 2.407396
651.0;64 boulevard de l'hopital;75013 Paris;NULL;75013.0;48.831473, 2.368694
973.0;Eleves de ces ecoles morts en déportation parce que nés juifs;3 rue ferdinand flocon 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.891258, 2.345646
1023.0;Maurice Et Jean CADET;82, rue de la Villette 75019 Paris;NULL;75019.0;48.878602, 2.388314
1035.0;F.F.I. NORD DE PARIS;36, rue de Crimée 75019 Paris;NULL;75019.0;48.878965, 2.390294
1083.0;Eleves de ces ecoles morts en déportation parce que nés juifs;4 rue Fessart 75019 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75019.0;48.876204, 2.388627
67.0;Raymond LEGRAND;66, rue du Vertbois 75003 Paris;NULL;75003.0;48.867531, 2.355931
101.0;Georges,... BOUZONNIE;36, rue Geoffroy l'Asnier 75004 Paris;(croix rouge du 4ème arrondissement);75004.0;48.85526, 2.357091
142.0;Eleves de ces ecoles morts en déportation parce que nés juifs;22 rue de l'Avé Maria 75004 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75004.0;48.853231, 2.359778
168.0;André LOZET;73, boulevard Saint-Michel 75005 Paris;NULL;75005.0;48.846084, 2.340383
202.0;CONSEIL NATIONAL DE LA RESISTANCE;48, rue du Four 75006 Paris;NULL;75006.0;48.85236, 2.33092
469.0;Eleves de ces ecoles morts en déportation parce que nés juifs;155,159 avenue Parmentier;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75010.0;48.871707, 2.369595
996.0;Eleves de ces ecoles morts en déportation parce que nés juifs;7 rue Doudeauville 75018 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75018.0;48.888871, 2.358736
1175.0;Eleves de ces ecoles morts en déportation parce que nés juifs;51 rue Ramponneau 75020 Paris;(plaques en plexiglass a l'extérieur et a l'interieur des ecoles);75020.0;48.871904, 2.3823119999999998
